Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,52,10,15,"10, 1, 4, 8,12,16,17,18","15, 2, 3, 5, 6, 7, 9,11,13,14,19,20",1200,1800,67.74,100.298,1132.26,1699.702,3000,2831.962,1415.981,8,12,"0,85,106,160,184,206.4,233.2,259.3,338.7","0,75,128,179,213,230,272,292.5,330.7,399.7,452.1,484.49,501.49"
1,53,10,16,"10, 2, 3,12,14,15,19,20","16, 1, 4, 5, 6, 7, 8, 9,11,13,17,18",1200,1800,59.558,86.06,1140.442,1713.94,3000,2854.382,1427.191,8,12,"0,32,85,119,142,190,239.2,271.59,297.79","0,28,49,91,125,142,202,280,300.5,338.7,378.1,404.2,430.3"
1,54,10,17,"10, 2, 3, 8,12,14,15,19,20","17, 1, 4, 5, 6, 7, 9,11,13,16,18",1350,1650,65.958,121.2,1284.042,1528.8,3000,2812.842,1406.421,9,11,"0,32,85,127,151,174,222,271.2,303.59,329.79","0,55,76,118,152,169,211,231.5,269.7,318.9,579.9,606"
1,55,10,18,"10, 1, 4, 6, 7, 8,12,14,15,20","18, 2, 3, 5, 9,11,13,16,17,19",1500,1500,78.646,94.56,1421.354,1405.44,3000,2826.794,1413.397,10,10,"0,85,106,178,195,255,279,302,350,367.03,393.23","0,74,127,178,190,210.5,248.7,297.9,324.7,385.8,472.8"
1,56,10,19,"10,12,14,15","19, 1, 2, 3, 4, 5, 6, 7, 8, 9,11,13,16,17,18,20",600,2400,35.84,164.994,564.16,2235.006,3000,2799.166,1399.583,4,16,"0,65,88,136,179.2","0,95,192,245,312,354,388,405,465,543,563.5,601.7,650.9,677.7,703.8,792.57,824.97"
1,57,10,20,"10, 1, 4, 5, 6, 7,12,16,17,18","20, 2, 3, 8, 9,11,13,14,15,19",1500,1500,79.74,97.658,1420.26,1402.342,3000,2822.602,1411.301,10,10,"0,85,106,148,182,199,244,266.4,293.2,319.3,398.7","0,58,111,153,231,251.5,289.7,358.7,406.7,455.9,488.29"
1,58,15,1,"15, 2, 3, 6, 7, 8,10,12,14,19,20","1, 4, 5, 9,11,13,16,17,18",1650,1350,101.058,56.76,1548.942,1293.24,3000,2842.182,1421.091,11,9,"0,75,128,166,183,243,315.5,380.5,403.5,455.9,488.29,505.29","0,21,63,75,95.5,133.7,182.9,209.7,235.8,283.8"
1,59,15,2,"15, 1, 4, 5, 6, 7, 9,10,11,13,14,20","2, 3, 8,12,16,17,18,19",1800,1200,105.498,62.26,1694.502,1137.74,3000,2832.242,1416.121,12,8,"0,79,100,142,176,193,235,302.1,361.7,399.9,468.9,510.49,527.49","0,53,95,119,141.4,168.2,194.3,281.3,311.3"
1,60,15,3,"15, 1, 2, 7, 8,12,14,16,17","3, 4, 5, 6, 9,10,11,13,18,19,20",1350,1650,90.06,101.738,1259.94,1548.262,3000,2808.202,1404.101,9,11,"0,79,176,211,271,295,318,345.5,372.3,450.3","0,67,109,143,173,240.1,299.7,337.9,361.3,448.3,480.69,508.69"
1,61,15,4,"15, 1, 2, 3, 6, 7, 8,12,14,19,20","4, 5, 9,10,11,13,16,17,18",1650,1350,98.558,71.6,1551.442,1278.4,3000,2829.842,1414.921,11,9,"0,79,176,229,267,284,344,368,391,443.4,475.79,492.79","0,42,54,121.1,180.7,218.9,268.1,294.9,321,358"
1,62,15,5,"15, 1, 2, 3, 4, 8,12,14,19,20","5, 6, 7, 9,10,11,13,16,17,18",1500,1500,99.758,74.4,1400.242,1425.6,3000,2825.842,1412.921,10,10,"0,79,176,229,296,350,374,397,449.4,481.79,498.79","0,34,51,93,160.1,219.7,257.9,307.1,333.9,360,372"
1,63,15,6,"15, 1, 2, 3, 4, 5, 8, 9,11,14,16,17,19,20","6, 7,10,12,13,18",2100,900,144.458,50,1955.542,850,3000,2805.542,1402.771,14,6,"0,79,176,229,296,338,405,483,503.5,557.5,585,611.8,672.9,705.29,722.29","0,17,44,109,180.6,204,250"
1,64,15,7,"15, 1, 2, 3, 4, 5, 6, 9,10,11,13,14,17,18","7, 8,12,16,19,20",2100,900,158.32,50.898,1941.68,849.102,3000,2790.782,1395.391,14,6,"0,79,176,229,296,338,372,402,469.1,528.7,566.9,635.9,668.5,694.6,791.6","0,60,84,106.4,182.1,214.49,254.49"
1,65,15,8,"15, 2, 3,12,14,19,20","8, 1, 4, 5, 6, 7, 9,10,11,13,16,17,18",1050,1950,57.358,105.6,992.642,1844.4,3000,2837.042,1418.521,7,13,"0,75,128,162,185,237.4,269.79,286.79","0,33,54,96,130,147,189,256.1,315.7,353.9,403.1,429.9,456,528"
1,66,15,9,"15, 2, 3, 6, 7, 8,10,12,14,19,20","9, 1, 4, 5,11,13,16,17,18",1650,1350,101.058,62.98,1548.942,1287.02,3000,2835.962,1417.981,11,9,"0,75,128,166,183,243,315.5,380.5,403.5,455.9,488.29,505.29","0,61,82,124,155.6,193.8,243,269.8,295.9,314.9"
1,67,15,10,"15, 2, 3, 8, 9,11,13,14,16,17,18,19,20","10, 1, 4, 5, 6, 7,12",1950,1050,118.498,61.74,1831.502,988.26,3000,2819.762,1409.881,13,7,"0,75,128,170,248,268.5,306.7,375.7,403.2,430,456.1,543.1,575.49,592.49","0,85,106,148,182,199,244,308.7"
